stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code,parent_station
151_01,,矢田前,,40.832553,140.809391,151_01,,0,,
152_01,,県立盲学校前,,40.831277,140.811239,152_01,,0,,
154_01,,八重田通り,,40.826476,140.798104,154_01,,0,,
154_02,,八重田通り,,40.826739,140.798435,154_02,,0,,
154_03,,八重田通り,,40.825554,140.799421,154_03,,0,,
155_01,,後萢通り,,40.829428,140.81375,155_01,,0,,
155_02,,後萢通り,,40.829613,140.813672,155_02,,0,,
156_01,,ＪＡ青森支店前,,40.831696,140.81882,156_01,,0,,
156_02,,ＪＡ青森支店前,,40.831755,140.818571,156_02,,0,,
157_01,,岡造道大通り,,40.827442,140.784689,157_01,,0,,
158_01,,岡造道,,40.826005,140.786145,158_01,,0,,
158_02,,岡造道,,40.825901,140.786054,158_02,,0,,
159_01,,小柳,,40.820904,140.791791,159_01,,0,,
159_02,,小柳,,40.820961,140.791684,159_02,,0,,
160_01,,小柳団地入口,,40.819032,140.793707,160_01,,0,,
160_02,,小柳団地入口,,40.819,140.793187,160_02,,0,,
161_01,,小柳小学校前,,40.82001,140.79578,161_01,,0,,
161_02,,小柳小学校前,,40.820053,140.795582,161_02,,0,,
163_01,,小柳橋,,40.822594,140.798602,163_01,,0,,
163_02,,小柳橋,,40.82258,140.798387,163_02,,0,,
164_01,,明の星高校前,,40.824054,140.780565,164_01,,0,,
164_02,,明の星高校前,,40.823993,140.780356,164_02,,0,,
165_01,,東佃,,40.820009,140.782166,165_01,,0,,
165_02,,東佃,,40.821198,140.78144,165_02,,0,,
166_01,,南佃,,40.816252,140.784943,166_01,,0,,
166_02,,南佃,,40.816356,140.784841,166_02,,0,,
166_03,,南佃,,40.816944,140.785576,166_03,,0,,
166_04,,南佃,,40.816089,140.786955,166_04,,0,,
167_01,,県立保健大学前,,40.81176,140.791142,167_01,,0,,
167_02,,県立保健大学前,,40.811531,140.79104,167_02,,0,,
169_01,,月見野入口,,40.79964,140.795402,169_01,,0,,
169_02,,月見野入口,,40.799547,140.795686,169_02,,0,,
170_01,,月見野,,40.79706,140.797159,170_01,,0,,
170_02,,月見野,,40.797157,140.796955,170_02,,0,,
171_01,,戸山団地入口,,40.795428,140.798502,171_01,,0,,
171_02,,戸山団地入口,,40.79542,140.797762,171_02,,0,,
173_01,,戸山団地中央通り,,40.79732,140.801222,173_01,,0,,
173_02,,戸山団地中央通り,,40.797167,140.80139,173_02,,0,,
174_01,,戸山中央公園前,,40.796382,140.805822,174_01,,0,,
174_02,,戸山中央公園前,,40.796142,140.805844,174_02,,0,,
175_01,,北蛍沢,,40.79946,140.799416,175_01,,0,,
175_02,,北蛍沢,,40.799399,140.799289,175_02,,0,,
176_01,,戸山西小学校前,,40.801822,140.799644,176_01,,0,,
176_02,,戸山西小学校前,,40.801692,140.799429,176_02,,0,,
177_01,,戸山,,40.805857,140.801445,177_01,,0,,
177_02,,戸山,,40.806061,140.801586,177_02,,0,,
178_01,,戸崎,,40.814165,140.812221,178_01,,0,,
178_02,,戸崎,,40.814068,140.812336,178_02,,0,,
179_01,,桑原,,40.820657,140.81033,179_01,,0,,
179_02,,桑原,,40.820622,140.81036,179_02,,0,,
180_01,,佃中学校前,,40.814592,140.779809,180_01,,0,,
180_02,,佃中学校前,,40.814769,140.779876,180_02,,0,,
181_01,,花園二丁目,,40.822132,140.77043,181_01,,0,,
181_02,,花園二丁目,,40.82226,140.770028,181_02,,0,,
182_01,,福田,,40.820248,140.772369,182_01,,0,,
182_02,,福田,,40.820731,140.771556,182_02,,0,,
183_01,,西佃,,40.817951,140.77441,183_01,,0,,
183_02,,西佃,,40.817758,140.774289,183_02,,0,,
184_01,,松森,,40.816082,140.775311,184_01,,0,,
184_02,,松森,,40.815838,140.775204,184_02,,0,,
185_01,,佃,,40.813096,140.77677,185_01,,0,,
185_02,,佃,,40.813989,140.775998,185_02,,0,,
185_03,,佃,,40.813827,140.777384,185_03,,0,,
185_04,,佃,,40.813656,140.77737,185_04,,0,,
186_01,,上松森,,40.811487,140.778202,186_01,,0,,
186_02,,上松森,,40.811473,140.777936,186_02,,0,,
187_01,,古館,,40.805771,140.780791,187_01,,0,,
187_02,,古館,,40.80546,140.780702,187_02,,0,,
189_01,,浜館三丁目,,40.808928,140.785878,189_01,,0,,
189_02,,浜館三丁目,,40.808861,140.786034,189_02,,0,,
193_01,,平和公園前,,40.81947,140.754969,193_01,,0,,
193_02,,平和公園前,,40.819444,140.754706,193_02,,0,,
194_01,,棟方志功記念館通り,,40.82045,140.763019,194_01,,0,,
194_02,,棟方志功記念館通り,,40.820973,140.762648,194_02,,0,,
195_01,,松原三丁目,,40.816455,140.763946,195_01,,0,,
195_02,,松原三丁目,,40.816847,140.763833,195_02,,0,,
196_01,,奥野,,40.813516,140.763857,196_01,,0,,
196_02,,奥野,,40.813853,140.763758,196_02,,0,,
197_01,,筒井通り,,40.810106,140.763661,197_01,,0,,
197_02,,筒井通り,,40.811239,140.762708,197_02,,0,,
198_01,,青森高校前,,40.807548,140.767279,198_01,,0,,
198_02,,青森高校前,,40.808421,140.765825,198_02,,0,,
200_01,,下筒井,,40.805015,140.771752,200_01,,0,,
200_02,,下筒井,,40.804761,140.772055,200_02,,0,,
201_01,,中筒井,,40.802541,140.775395,201_01,,0,,
201_02,,中筒井,,40.8024,140.775328,201_02,,0,,
201_03,,中筒井,,40.803351,140.77554,201_03,,0,,
201_04,,中筒井,,40.803266,140.775505,201_04,,0,,
202_01,,古館十文字,,40.801467,140.781994,202_01,,0,,
202_02,,古館十文字,,40.801709,140.781259,202_02,,0,,
203_01,,古館大柳,,40.798939,140.786579,203_01,,0,,
203_02,,古館大柳,,40.798868,140.786516,203_02,,0,,
204_01,,駒込見吉通り,,40.798342,140.788729,204_01,,0,,
204_02,,駒込見吉通り,,40.798258,140.788646,204_02,,0,,
205_01,,駒込,,40.798492,140.792057,205_01,,0,,
205_02,,駒込,,40.798373,140.792344,205_02,,0,,
206_01,,上筒井,,40.798851,140.776414,206_01,,0,,
206_02,,上筒井,,40.798701,140.776288,206_02,,0,,
207_01,,幸畑唐崎,,40.794636,140.780091,207_01,,0,,
207_02,,幸畑唐崎,,40.794652,140.779909,207_02,,0,,
208_01,,松元台団地,,40.79214,140.784278,208_01,,0,,
208_02,,松元台団地,,40.792016,140.784326,208_02,,0,,
209_01,,幸畑,,40.791685,140.786673,209_01,,0,,
209_02,,幸畑,,40.790954,140.786729,209_02,,0,,
209_04,,幸畑,,40.790184,140.788009,209_04,,0,,
209_05,,幸畑,,40.790357,140.788108,209_05,,0,,
210_01,,幸畑墓苑,,40.785411,140.789838,210_01,,0,,
210_02,,幸畑墓苑,,40.785372,140.78969,210_02,,0,,
211_01,,阿部野,,40.779958,140.79297,211_01,,0,,
211_02,,阿部野,,40.779873,140.792903,211_02,,0,,
212_01,,田茂木野入口,,40.768578,140.799929,212_01,,0,,
212_02,,田茂木野入口,,40.768545,140.79996,212_02,,0,,
213_01,,田茂木野公民館前,,40.766212,140.797447,213_01,,0,,
213_02,,田茂木野公民館前,,40.766134,140.797483,213_02,,0,,
214_01,,田茂木野,,40.763779,140.796256,214_01,,0,,
229_01,,桜川六丁目,,40.811113,140.768256,229_01,,0,,
229_02,,桜川六丁目,,40.811279,140.767768,229_02,,0,,
230_01,,桜川中央,,40.813142,140.768896,230_01,,0,,
230_02,,桜川中央,,40.813247,140.768994,230_02,,0,,
231_01,,桜川三丁目,,40.816271,140.771222,231_01,,0,,
231_02,,桜川三丁目,,40.81626,140.771038,231_02,,0,,
232_01,,桜川福祉館前,,40.813374,140.772284,232_01,,0,,
232_02,,桜川福祉館前,,40.81348,140.772086,232_02,,0,,
233_01,,働く女性の家前,,40.817226,140.751183,233_01,,0,,
233_02,,働く女性の家前,,40.817224,140.750923,233_02,,0,,
235_01,,市民病院前,,40.816063,140.755259,235_01,,0,,
236_01,,自動車会議所前,,40.814985,140.757556,236_01,,0,,
236_02,,自動車会議所前,,40.81489,140.757776,236_02,,0,,
238_01,,桜川一丁目,,40.817062,140.76859,238_01,,0,,
238_02,,桜川一丁目,,40.816904,140.768569,238_02,,0,,
239_01,,みちのく銀行本店前,,40.814855,140.752473,239_01,,0,,
239_02,,みちのく銀行本店前,,40.814859,140.752191,239_02,,0,,
240_01,,サンロード青森前,,40.809442,140.754016,240_01,,0,,
240_02,,サンロード青森前,,40.808091,140.754228,240_02,,0,,
240_03,,サンロード青森前,,40.808477,140.753351,240_03,,0,,
240_04,,サンロード青森前,,40.808359,140.753488,240_04,,0,,
241_01,,DCM青森中央店前,,40.805334,140.755521,241_01,,0,,
241_02,,DCM青森中央店前,,40.805525,140.755188,241_02,,0,,
241_03,,DCM青森中央店前,,40.805082,140.754053,241_03,,0,,
242_01,,下玉川,,40.801957,140.756762,242_01,,0,,
242_02,,下玉川,,40.801378,140.756757,242_02,,0,,
243_01,,上玉川,,40.797692,140.75836,243_01,,0,,
243_02,,上玉川,,40.79772,140.758092,243_02,,0,,
244_01,,妙見,,40.790455,140.761236,244_01,,0,,
244_02,,妙見,,40.79168,140.760422,244_02,,0,,
244_04,,妙見,,40.793373,140.758277,244_04,,0,,
245_01,,地域整備部前,,40.794276,140.773154,245_01,,0,,
245_02,,地域整備部前,,40.794106,140.773008,245_02,,0,,
247_01,,問屋町入口,,40.788132,140.762298,247_01,,0,,
247_02,,問屋町入口,,40.789458,140.761472,247_02,,0,,
247_03,,問屋町入口,,40.788632,140.760815,247_03,,0,,
248_01,,問屋町大通り,,40.788325,140.757934,248_01,,0,,
248_02,,問屋町大通り,,40.788506,140.757934,248_02,,0,,
250_01,,問屋町会館前,,40.788063,140.75571,250_01,,0,,
250_02,,問屋町会館前,,40.788239,140.75547,250_02,,0,,
251_01,,青森中央学院大学前,,40.783133,140.764508,251_01,,0,,
251_02,,青森中央学院大学前,,40.783007,140.764404,251_02,,0,,
252_01,,北野尻,,40.781391,140.765326,252_01,,0,,
252_02,,北野尻,,40.781143,140.765321,252_02,,0,,
253_01,,横内,,40.777528,140.765773,253_01,,0,,
253_02,,横内,,40.775645,140.766009,253_02,,0,,
253_04,,横内,,40.777412,140.767412,253_04,,0,,
253_05,,横内,,40.776685,140.765241,253_05,,0,,
253_06,,横内,,40.7768473333333,140.765303857143,253_06,,0,,
254_01,,新町野,,40.773231,140.75961,254_01,,0,,
254_02,,新町野,,40.773509,140.759954,254_02,,0,,
255_01,,斎場前,,40.771391,140.749747,255_01,,0,,
255_02,,斎場前,,40.771498,140.749869,255_02,,0,,
256_01,,流通団地,,40.767794,140.740402,256_01,,0,,
256_02,,流通団地,,40.767857,140.740096,256_02,,0,,
257_01,,青森大学前,,40.785079,140.782915,257_01,,0,,
257_02,,青森大学前,,40.785231,140.782942,257_02,,0,,
257_03,,青森大学前,,40.785285,140.781876,257_03,,0,,
258_01,,幸畑団地西口,,40.781832,140.777927,258_01,,0,,
258_02,,幸畑団地西口,,40.782258,140.777075,258_02,,0,,
259_01,,幸畑団地,,40.781564,140.782486,259_01,,0,,
259_02,,幸畑団地,,40.781103,140.781445,259_02,,0,,
260_01,,幸畑団地東通り,,40.78302,140.784312,260_01,,0,,
260_02,,幸畑団地東通り,,40.782543,140.784331,260_02,,0,,
261_01,,大矢沢公民館前,,40.780749,140.77362,261_01,,0,,
261_02,,大矢沢公民館前,,40.78058,140.773572,261_02,,0,,
262_01,,四ッ石,,40.778994,140.771332,262_01,,0,,
262_02,,四ッ石,,40.778803,140.771109,262_02,,0,,
264_01,,南奥野,,40.808642,140.750131,264_01,,0,,
264_02,,南奥野,,40.808447,140.75052,264_02,,0,,
265_01,,南中学校,,40.809331,140.746871,265_01,,0,,
265_02,,南中学校,,40.809206,140.746869,265_02,,0,,
266_01,,やはぎ,,40.791839,140.75435,266_01,,0,,
267_01,,八ッ役,,40.787251,140.74691,267_01,,0,,
270_01,,南旭町,,40.816995,140.734654,270_01,,0,,
270_02,,南旭町,,40.817862,140.734295,270_02,,0,,
271_01,,常盤町,,40.815956,140.735223,271_01,,0,,
271_02,,常盤町,,40.815919,140.735133,271_02,,0,,
272_01,,甲田町,,40.813984,140.735944,272_01,,0,,
272_02,,甲田町,,40.814061,140.735821,272_02,,0,,
273_01,,甲田中学校通り,,40.810645,140.737009,273_01,,0,,
273_02,,甲田中学校通り,,40.811296,140.736647,273_02,,0,,
274_01,,南片岡,,40.808884,140.738581,274_01,,0,,
274_02,,南片岡,,40.808919,140.738077,274_02,,0,,
275_01,,大野十文字,,40.807418,140.741177,275_01,,0,,
275_02,,大野十文字,,40.806539,140.740839,275_02,,0,,
275_03,,大野十文字,,40.8075129557427,140.739824199944,275_03,,0,,
275_04,,大野十文字,,40.80718996892,140.739823967138,275_04,,0,,
276_01,,中央高校前,,40.800537,140.742257,276_01,,0,,
276_02,,中央高校前,,40.800377,140.741957,276_02,,0,,
277_01,,農協会館前,,40.799302,140.740223,277_01,,0,,
277_02,,農協会館前,,40.799223,140.739925,277_02,,0,,
278_01,,中大野,,40.806875,140.736875,278_01,,0,,
278_02,,中大野,,40.806918,140.73662,278_02,,0,,
279_01,,大野市民センター前,,40.804884,140.73387,279_01,,0,,
279_02,,大野市民センター前,,40.804931,140.733739,279_02,,0,,
280_01,,下山下,,40.802826,140.7318,280_01,,0,,
280_02,,下山下,,40.802984,140.73183,280_02,,0,,
281_01,,大野山下,,40.80175,140.730602,281_01,,0,,
281_02,,大野山下,,40.801764,140.730495,281_02,,0,,
282_01,,大野,,40.79939,140.731605,282_01,,0,,
282_02,,大野,,40.799299,140.731657,282_02,,0,,
283_01,,大野前田,,40.799116,140.735622,283_01,,0,,
283_02,,大野前田,,40.799029,140.735617,283_02,,0,,
284_01,,青森刑務所前,,40.793876,140.739514,284_01,,0,,
284_02,,青森刑務所前,,40.79386,140.739289,284_02,,0,,
285_01,,荒川柴田,,40.789865,140.739011,285_01,,0,,
285_02,,荒川柴田,,40.789737,140.738767,285_02,,0,,
286_01,,荒川市民センター前,,40.78544,140.738453,286_01,,0,,
286_02,,荒川市民センター前,,40.785893,140.738303,286_02,,0,,
287_01,,荒川十文字,,40.782024,140.73771,287_01,,0,,
287_02,,荒川十文字,,40.782526,140.737581,287_02,,0,,
288_01,,荒川中学校前,,40.78005,140.73841,288_01,,0,,
288_02,,荒川中学校前,,40.780218,140.738097,288_02,,0,,
289_01,,上野十文字,,40.778144,140.738722,289_01,,0,,
289_02,,上野十文字,,40.778147,140.738563,289_02,,0,,
289_03,,上野十文字,,40.777749,140.739481,289_03,,0,,
290_01,,上野,,40.776084,140.742405,290_01,,0,,
290_02,,上野,,40.776064,140.742598,290_02,,0,,
291_01,,やはぎ宿舎前,,40.792181,140.75103,291_01,,0,,
291_02,,やはぎ宿舎前,,40.792118,140.750877,291_02,,0,,
292_01,,金浜精米所前,,40.772361,140.731357,292_01,,0,,
292_02,,金浜精米所前,,40.772396,140.731271,292_02,,0,,
293_01,,金浜,,40.769739,140.730161,293_01,,0,,
293_02,,金浜,,40.769808,140.730156,293_02,,0,,
294_01,,高田通り,,40.76756,140.729987,294_01,,0,,
294_02,,高田通り,,40.767699,140.729859,294_02,,0,,
295_01,,金浜小学校前,,40.764324,140.731138,295_01,,0,,
295_02,,金浜小学校前,,40.764294,140.730982,295_02,,0,,
296_01,,野木野尻,,40.763867,140.737396,296_01,,0,,
296_02,,野木野尻,,40.76377,140.737278,296_02,,0,,
297_01,,野木,,40.762611,140.740328571429,297_01,,0,,
297_02,,野木,,40.762661,140.740202857143,297_02,,0,,
298_01,,大別内,,40.760743,140.730125,298_01,,0,,
298_02,,大別内,,40.760946,140.730177,298_02,,0,,
299_01,,中野内,,40.852148,140.821641,299_01,,0,,
299_02,,中野内,,40.851474,140.821274,299_02,,0,,
325_01,,古川小学校前,,40.823468,140.73334,325_01,,0,,
325_02,,古川小学校前,,40.823488,140.733125,325_02,,0,,
326_01,,古川中学校前,,40.819261,140.730193,326_01,,0,,
326_02,,古川中学校前,,40.819184,140.729847,326_02,,0,,
327_01,,久須志四丁目,,40.816593,140.726279,327_01,,0,,
327_02,,久須志四丁目,,40.816412,140.725834,327_02,,0,,
328_01,,富永,,40.814814,140.723694,328_01,,0,,
328_02,,富永,,40.814607,140.723206,328_02,,0,,
329_01,,浪館前田,,40.813201,140.721298,329_01,,0,,
329_02,,浪館前田,,40.812896,140.720668,329_02,,0,,
330_01,,浪館,,40.810239,140.717092,330_01,,0,,
330_02,,浪館,,40.81024,140.716898,330_02,,0,,
332_01,,金沢小学校前,,40.808696,140.730349,332_01,,0,,
332_02,,金沢小学校前,,40.808832,140.729955,332_02,,0,,
333_01,,金沢小学校通り,,40.808091,140.736438,333_01,,0,,
333_02,,金沢小学校通り,,40.80826,140.736521,333_02,,0,,
334_01,,自衛隊前,,40.809641,140.711989,334_01,,0,,
334_02,,自衛隊前,,40.809783,140.712225,334_02,,0,,
335_01,,総合運動公園前,,40.808439,140.710943,335_01,,0,,
335_02,,総合運動公園前,,40.808394,140.710688,335_02,,0,,
336_01,,慈恵会病院前,,40.803007,140.706616285714,336_01,,0,,
336_02,,慈恵会病院前,,40.802908,140.706581,336_02,,0,,
336_03,,慈恵会病院前,,40.803212740705,140.706188017807,336_03,,0,,
336_04,,慈恵会病院前,,40.8028227701321,140.706582652729,336_04,,0,,
337_01,,安田近野,,40.801974,140.711289,337_01,,0,,
337_02,,安田近野,,40.801984,140.711176,337_02,,0,,
338_01,,上安田,,40.799998,140.711356,338_01,,0,,
338_02,,上安田,,40.800071,140.711276,338_02,,0,,
340_01,,下細越,,40.792438,140.712083,340_01,,0,,
340_02,,下細越,,40.791943,140.712075,340_02,,0,,
341_01,,細越公民館前,,40.789116,140.712673,341_01,,0,,
341_02,,細越公民館前,,40.789222,140.712495,341_02,,0,,
342_01,,中細越,,40.787418,140.713357,342_01,,0,,
342_02,,中細越,,40.787522,140.713279,342_02,,0,,
343_01,,上細越,,40.784088,140.712748,343_01,,0,,
343_02,,上細越,,40.784129,140.712668,343_02,,0,,
344_01,,細越,,40.782147,140.713092,344_01,,0,,
344_02,,細越,,40.782267,140.712923,344_02,,0,,
347_01,,里見一丁目,,40.819156,140.710032,347_01,,0,,
347_02,,里見一丁目,,40.818978,140.70985,347_02,,0,,
348_01,,上古川,,40.825151,140.728946,348_01,,0,,
348_02,,上古川,,40.825426,140.729241,348_02,,0,,
348_03,,上古川,,40.826551,140.728324,348_03,,0,,
349_01,,西上古川,,40.825688,140.725211,349_01,,0,,
349_02,,西上古川,,40.826006,140.725291,349_02,,0,,
350_01,,西滝,,40.826419,140.720098,350_01,,0,,
350_02,,西滝,,40.826895,140.719275,350_02,,0,,
351_01,,ヤクルト前,,40.82535,140.710612,351_01,,0,,
351_02,,ヤクルト前,,40.825615,140.710765,351_02,,0,,
352_01,,三内稲元,,40.82316,140.711894,352_01,,0,,
352_02,,三内稲元,,40.823438,140.71206,352_02,,0,,
354_01,,下三内,,40.819419,140.704103,354_01,,0,,
354_02,,下三内,,40.819537,140.704245,354_02,,0,,
355_01,,中三内,,40.817676,140.699754,355_01,,0,,
355_02,,中三内,,40.817682,140.699609,355_02,,0,,
356_01,,上三内,,40.816639,140.695371,356_01,,0,,
356_02,,上三内,,40.816671,140.695181,356_02,,0,,
357_01,,三内温泉前,,40.815333,140.689281,357_01,,0,,
357_02,,三内温泉前,,40.815309,140.688921,357_02,,0,,
359_01,,つくしが丘病院前,,40.8109700000001,140.680656571428,359_01,,0,,
359_03,,つくしが丘病院前,,40.810959,140.680784,359_03,,0,,
359_04,,つくしが丘病院前,,40.810744,140.680671,359_04,,0,,
360_01,,牧場前,,40.801561,140.672987,360_01,,0,,
360_02,,牧場前,,40.801567,140.672877,360_02,,0,,
361_01,,高峰,,40.790655,140.666405,361_01,,0,,
361_02,,高峰,,40.790684,140.666278,361_02,,0,,
362_01,,岩渡,,40.780242,140.666934,362_01,,0,,
362_02,,岩渡,,40.780284,140.666931428572,362_02,,0,,
363_01,,マツダ自動車前,,40.82478,140.70394,363_01,,0,,
363_02,,マツダ自動車前,,40.825136,140.704767,363_02,,0,,
364_01,,あすなろセンター前,,40.824946,140.700904,364_01,,0,,
364_02,,あすなろセンター前,,40.825041,140.701208,364_02,,0,,
365_01,,石江,,40.826001,140.695127,365_01,,0,,
365_02,,石江,,40.826216,140.695607,365_02,,0,,
366_01,,三内霊園入口,,40.82562,140.692167,366_01,,0,,
366_02,,三内霊園入口,,40.825748,140.691676,366_02,,0,,
367_01,,松丘保養園前,,40.825411,140.686701,367_01,,0,,
367_02,,松丘保養園前,,40.825616,140.685884,367_02,,0,,
