filename,true_class,estimate_class,estimate_likelihood_max,estimate_likelihood_class0,estimate_likelihood_class1
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000191.jpg,0,0,1.0,1.0,8.7167357e-23
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0218.jpg,1,1,1.0,1.7461401e-22,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000163.jpg,0,0,1.0,1.0,2.271354e-10
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000531.jpg,0,0,1.0,1.0,4.974833e-25
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000038.jpg,0,0,1.0,1.0,1.5512116e-17
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0088.jpg,1,1,1.0,1.1030523e-27,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000537.jpg,0,0,1.0,1.0,7.764682e-26
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0271.jpg,1,1,1.0,2.1109545e-35,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0160.jpg,1,1,1.0,7.113162e-33,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0363.jpg,1,1,1.0,8.8440324e-26,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000506.jpg,0,0,1.0,1.0,4.3394218e-26
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0314.jpg,1,1,1.0,1.1069447e-24,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0433.jpg,1,1,1.0,1.8640739e-23,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000555.jpg,0,0,1.0,1.0,6.514965e-26
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000601.jpg,0,0,1.0,1.0,9.995136e-20
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0400.jpg,1,1,1.0,2.7555834e-24,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0045.jpg,1,1,1.0,2.624134e-25,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0250.jpg,1,1,1.0,7.4244404e-20,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0060.jpg,1,1,1.0,3.462407e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0104.jpg,1,1,1.0,3.8090127e-26,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0050.jpg,1,1,1.0,7.783416e-28,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0295.jpg,1,1,1.0,7.665761e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0065.jpg,1,1,1.0,1.9999088e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0674.jpg,1,1,1.0,1.11689695e-29,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0642.jpg,1,1,1.0,9.815295e-25,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0397.jpg,1,1,1.0,2.7111434e-25,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0038.jpg,1,1,1.0,4.395882e-28,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0682.jpg,1,1,1.0,1.9387299e-30,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0066.jpg,1,1,1.0,2.1344781e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0709.jpg,1,1,1.0,3.3921426e-31,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0743.jpg,1,1,1.0,1.9699666e-30,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0013.jpg,1,1,1.0,2.9329405e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0217.jpg,1,1,1.0,4.1499708e-34,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0318.jpg,1,1,1.0,1.6229477e-25,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0639.jpg,1,1,1.0,3.095514e-25,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0206.jpg,1,1,1.0,1.5668718e-23,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0067.jpg,1,1,1.0,6.396102e-25,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000203.jpg,0,0,1.0,1.0,2.2640026e-16
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0033.jpg,1,1,1.0,1.103751e-27,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000225.jpg,0,0,1.0,1.0,7.835538e-16
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0140.jpg,1,1,1.0,6.7205716e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0195.jpg,1,1,1.0,3.4049625e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0578.jpg,1,1,1.0,2.2681024e-29,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0059.jpg,1,1,1.0,1.8762623e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0211.jpg,1,1,1.0,2.9640535e-33,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0367.jpg,1,1,1.0,6.263588e-26,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0150.jpg,1,1,1.0,1.7992928e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0037.jpg,1,1,1.0,6.988143e-28,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000067.jpg,0,0,1.0,1.0,2.1546882e-24
case_M_20181003094031_0U62363100354631_1_001_002-1_a2_ayy_image0014.jpg,1,1,1.0,9.4468517e-23,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0079.jpg,1,1,1.0,1.0950321e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0075.jpg,1,1,1.0,8.726577e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0091.jpg,1,1,1.0,1.7480484e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0569.jpg,1,1,1.0,2.8427548e-29,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0270.jpg,1,1,1.0,1.8991227e-22,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000382.jpg,0,0,1.0,1.0,2.2228124e-18
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000486.jpg,0,0,1.0,1.0,5.334284e-18
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0119.jpg,1,1,1.0,1.6008264e-30,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0115.jpg,1,1,1.0,3.0172605e-26,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0415.jpg,1,1,1.0,6.9749173e-25,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000441.jpg,0,0,1.0,1.0,8.0263353e-25
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0318.jpg,1,1,1.0,1.592402e-24,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0180.jpg,1,1,1.0,5.222795e-33,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0185.jpg,1,1,1.0,6.493265e-23,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0106.jpg,1,1,1.0,3.316385e-30,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0405.jpg,1,1,1.0,4.437409e-22,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0655.jpg,1,1,1.0,1.9981908e-29,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000458.jpg,0,0,1.0,1.0,3.2936235e-18
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000161.jpg,0,0,1.0,1.0,3.1519473e-10
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0328.jpg,1,1,1.0,1.01839243e-25,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000176.jpg,0,0,1.0,1.0,4.7865096e-19
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0295.jpg,1,1,1.0,6.3165923e-26,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0474.jpg,1,1,1.0,1.0672464e-24,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0439.jpg,1,1,1.0,4.6884425e-24,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0037.jpg,1,1,1.0,1.3183389e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0020.jpg,1,1,1.0,4.9830486e-28,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0028.jpg,1,1,1.0,1.2706714e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0021.jpg,1,1,1.0,3.649129e-27,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000201.jpg,0,0,1.0,1.0,6.1415797e-16
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0159.jpg,1,1,1.0,2.5771995e-33,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0308.jpg,1,1,1.0,1.9827809e-25,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a2_ayy_image0006.jpg,1,1,1.0,4.6470968e-24,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0029.jpg,1,1,1.0,2.2778095e-25,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000351.jpg,0,0,1.0,1.0,4.816894e-13
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0108.jpg,1,1,1.0,2.7947388e-26,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0085.jpg,1,1,1.0,8.5280687e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0149.jpg,1,1,1.0,2.7210593e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0077.jpg,1,1,1.0,5.83782e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0087.jpg,1,1,1.0,6.6402867e-28,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0191.jpg,1,1,1.0,2.9456257e-32,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0668.jpg,1,1,1.0,2.2783175e-29,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0443.jpg,1,1,1.0,1.3240007e-24,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000293.jpg,0,0,1.0,1.0,1.4405032e-33
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0231.jpg,1,1,1.0,1.962932e-21,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0129.jpg,1,1,1.0,8.556416e-25,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0211.jpg,1,1,1.0,2.0852123e-23,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000562.jpg,0,0,1.0,1.0,3.6987152e-26
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0741.jpg,1,1,1.0,5.7340676e-31,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0713.jpg,1,1,1.0,9.711429e-31,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000326.jpg,0,0,1.0,1.0,3.6121432e-16
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0483.jpg,1,1,1.0,1.8563188e-22,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0274.jpg,1,1,1.0,2.264931e-35,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0239.jpg,1,1,1.0,3.97532e-35,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a3_ayy_image0010.jpg,1,1,1.0,1.6444464e-27,1.0
case_M_20181003094031_0U62363100354631_1_001_002-1_a35_ayy_image0027.jpg,1,1,1.0,1.629037e-27,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000609.jpg,0,0,1.0,1.0,7.2915007e-23
case_M_20181003094031_0U62363100354631_1_001_002-1_a13_ayy_image0307.jpg,1,1,1.0,3.606535e-26,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000426.jpg,0,0,1.0,1.0,4.855967e-14
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000291.jpg,0,0,1.0,1.0,1.9431942e-38
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0466.jpg,1,1,1.0,6.063636e-25,1.0
case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image000132.jpg,0,0,1.0,1.0,1.912311e-21
case_M_20181003094031_0U62363100354631_1_001_002-1_a1_ayy_image0489.jpg,1,1,1.0,7.7873524e-24,1.0
